@relation 'imputed_result'
@attribute 'pclass' {'1','2-3'}
@attribute 'sex' {'female','male'}
@attribute 'age' numeric
@attribute 'sibsp' numeric
@attribute 'parch' numeric
@attribute 'fare' numeric
@attribute 'embarked' {'C','Q','S'}
@attribute 'class' numeric
@data
"2-3","male",28.9261105517551,0,0,7.8958,"S",0
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","male",28.4598918345601,0,0,8.6625,"S",0
"2-3","male",34.6287989714633,0,0,7.75,"Q",0
"2-3","female",22.9328075540288,0,0,7.7333,"Q",1
"2-3","male",19,0,0,7.65,"S",0
"2-3","male",30,0,0,8.05,"S",0
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","male",32,0,0,8.05,"S",0
"2-3","male",28.9261105517551,0,0,7.8958,"S",0
"2-3","male",33,0,0,8.6625,"C",0
"2-3","female",23,0,0,7.55,"S",1
"2-3","male",21,0,0,8.05,"S",0
"2-3","male",60.5,0,0,12.5022383474583,"S",0
"2-3","male",19,0,0,7.8958,"S",0
"2-3","female",22,0,0,9.8375,"S",0
"2-3","male",31,0,0,7.925,"S",1
"2-3","male",27,0,0,8.6625,"S",0
"2-3","female",2,0,1,10.4625,"S",0
"2-3","female",29,1,1,10.4625,"S",0
"2-3","male",16,0,0,8.05,"S",1
"2-3","male",44,0,0,7.925,"S",1
"2-3","male",25,0,0,7.05,"S",0
"2-3","male",74,0,0,7.775,"S",0
"2-3","male",14,0,0,9.225,"S",1
"2-3","male",24,0,0,7.7958,"S",0
"2-3","male",25,0,0,7.7958,"S",1
"2-3","male",34,0,0,8.05,"S",0
"2-3","male",0.4167,0,1,8.5167,"C",1
"2-3","male",26.3270356349056,1,0,6.4375,"C",0
"2-3","male",29.0862496858114,0,0,6.4375,"C",0
"2-3","male",28.4193859420042,0,0,7.225,"C",0
"2-3","female",16,1,1,8.5167,"C",1
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","male",30.3354244855955,1,0,16.1,"S",0
"2-3","female",28.1673727626827,1,0,16.1,"S",1
"2-3","male",32,0,0,7.925,"S",0
"2-3","male",34.6287989714633,0,0,7.75,"Q",0
"2-3","male",28.9261105517551,0,0,7.8958,"S",0
"2-3","male",30.5,0,0,8.05,"S",0
"2-3","male",44,0,0,8.05,"S",0
"2-3","male",28.3109057832741,0,0,7.2292,"C",0
"2-3","male",25,0,0,0,"S",1
"2-3","male",28.3109057832741,0,0,7.2292,"C",0
"2-3","male",7,1,1,15.2458,"C",1
"2-3","female",9,1,1,15.2458,"C",1
"2-3","female",29,0,2,15.2458,"C",1
"2-3","male",36,0,0,7.8958,"S",0
"2-3","female",18,0,0,9.8417,"S",1
"2-3","female",63,0,0,9.5875,"S",1
"2-3","male",22.6838812089194,1,1,14.5,"S",0
"2-3","male",11.5,1,1,14.5,"S",0
"2-3","male",40.5,0,2,14.5,"S",0
"2-3","female",10,0,2,24.15,"S",0
"2-3","male",36,1,1,24.15,"S",0
"2-3","female",30,1,1,24.15,"S",0
"2-3","male",28.6054584608017,0,0,9.5,"S",0
"2-3","male",33,0,0,9.5,"S",0
"2-3","male",28,0,0,9.5,"S",0
"2-3","male",28,0,0,9.5,"S",0
"2-3","male",47,0,0,9,"S",0
"2-3","female",18,2,0,18,"S",0
"2-3","male",31,3,0,18,"S",0
"2-3","male",16,2,0,18,"S",0
"2-3","female",31,1,0,18,"S",0
"2-3","male",22,0,0,7.225,"C",1
"2-3","male",20,0,0,7.8542,"S",0
"2-3","female",14,0,0,7.8542,"S",0
"2-3","male",22,0,0,7.8958,"S",0
"2-3","male",22,0,0,9,"S",0
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","male",29.2236794924392,0,0,7.55,"S",0
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","male",32.5,0,0,9.5,"S",0
"2-3","female",38,0,0,7.2292,"C",1
"2-3","male",51,0,0,7.75,"S",0
"2-3","male",18,1,0,6.4958,"S",0
"2-3","male",21,1,0,6.4958,"S",0
"2-3","female",47,1,0,7,"S",1
"2-3","male",28.4598918345601,0,0,8.7125,"S",0
"2-3","male",29.2236794924392,0,0,7.55,"S",0
"2-3","male",28.9923830217545,0,0,8.05,"S",0
"2-3","male",28.5,0,0,16.1,"S",0
"2-3","male",21,0,0,7.25,"S",0
"2-3","male",27,0,0,8.6625,"S",0
"2-3","male",29.3726839101864,0,0,7.25,"S",0
"2-3","male",36,0,0,9.5,"S",0
"2-3","male",27,1,0,14.4542,"C",0
"2-3","female",15,1,0,14.4542,"C",1
"2-3","male",45.5,0,0,7.225,"C",0
"2-3","male",28.4193859420042,0,0,7.225,"C",0
"2-3","male",28.8813079098527,0,0,14.4583,"C",0
"2-3","female",14.5,1,0,14.4542,"C",0
"2-3","female",22.5499376948918,1,0,14.4542,"C",0
"2-3","male",26.5,0,0,7.225,"C",0
"2-3","male",27,0,0,7.225,"C",0
"2-3","male",29,0,0,7.875,"S",0
